k,layout,arm,seed,test,unit,property,pair,stage,rawP,adjP,bhFamily,bhM,direction,gatePassed,forensic,contributed,stat,nullRef,B
0.3,column-grouped,free,1,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.452000,0.580000,Stage1,3,similar,1,1,1,0.0305338,0.0689987,999
0.3,column-grouped,free,1,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.204000,0.580000,Stage1,3,similar,0,1,0,0.0458333,0.0763889,999
0.3,column-grouped,free,1,CCC,P4,Residual SD,CondA vs CondB,2,0.0440000,0.117000,Stage2,3,similar,1,1,1,0.00132942,0.0314792,999
0.3,column-grouped,free,1,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.0780000,0.117000,Stage2,3,similar,1,1,1,0.00289856,0.0384057,999
0.3,column-grouped,free,1,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.552000,0.552000,Stage2,3,similar,0,1,0,0.0775634,0.145346,999
0.3,column-grouped,free,1,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.154000,0.154000,Stage3,1,similar,1,1,1,0.00745653,0.0545678,999
0.3,column-grouped,free,1,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,10,1.2,999
0.3,column-grouped,free,2,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.984000,0.984000,Stage1,3,similar,0,1,0,0.0574896,0.0594608,999
0.3,column-grouped,free,2,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.230000,0.345000,Stage1,3,similar,1,1,1,0.0174646,0.0798274,999
0.3,column-grouped,free,2,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.0520000,0.156000,Stage1,3,similar,1,1,1,0.0388889,0.0791667,999
0.3,column-grouped,free,2,CCC,P4,Residual SD,CondA vs CondB,2,0.0260000,0.0780000,Stage2,3,similar,1,1,1,0.000598157,0.0275092,999
0.3,column-grouped,free,2,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.182000,0.273000,Stage2,3,similar,1,1,1,0.00542960,0.0399437,999
0.3,column-grouped,free,2,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.970000,0.970000,Stage2,3,different,0,1,0,0.179685,0.176744,999
0.3,column-grouped,free,2,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.120000,0.120000,Stage3,1,similar,1,1,1,0.00555248,0.0572186,999
0.3,column-grouped,free,2,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,9,1.2,999
0.3,column-grouped,free,3,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.340000,0.340000,Stage1,3,similar,1,1,1,0.0178323,0.0525265,999
0.3,column-grouped,free,3,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.00600000,0.0180000,Stage1,3,similar,1,1,1,0.000534899,0.0925944,999
0.3,column-grouped,free,3,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.0160000,0.0240000,Stage1,3,similar,1,1,1,0.0333333,0.0819444,999
0.3,column-grouped,free,3,CCC,P4,Residual SD,CondA vs CondB,2,0.0360000,0.108000,Stage2,3,similar,1,1,1,0.00114996,0.0269230,999
0.3,column-grouped,free,3,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.464000,0.464000,Stage2,3,similar,1,1,1,0.0186408,0.0407933,999
0.3,column-grouped,free,3,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.114000,0.171000,Stage2,3,similar,1,1,1,0.0203470,0.162101,999
0.3,column-grouped,free,3,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.198000,0.198000,Stage3,1,similar,1,1,1,0.00765075,0.0412251,999
0.3,column-grouped,free,3,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,9,1.2,999
0.3,column-grouped,free,4,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.272000,0.272000,Stage1,3,similar,1,1,1,0.0292027,0.113213,999
0.3,column-grouped,free,4,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.192000,0.272000,Stage1,3,similar,1,1,1,0.0113432,0.0627996,999
0.3,column-grouped,free,4,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.170000,0.272000,Stage1,3,similar,0,1,0,0.0472222,0.0791667,999
0.3,column-grouped,free,4,CCC,P4,Residual SD,CondA vs CondB,2,0.502000,0.502000,Stage2,3,similar,1,1,1,0.0129545,0.0272399,999
0.3,column-grouped,free,4,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.196000,0.294000,Stage2,3,similar,1,1,1,0.00681049,0.0344846,999
0.3,column-grouped,free,4,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.0280000,0.0840000,Stage2,3,similar,1,1,1,0.00607579,0.220611,999
0.3,column-grouped,free,4,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.0540000,0.0540000,Stage3,1,similar,1,1,1,0.00241357,0.0427292,999
0.3,column-grouped,free,4,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,8,1.2,999
0.3,column-grouped,free,5,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.142000,0.258000,Stage1,3,similar,1,1,1,0.00962412,0.0759091,999
0.3,column-grouped,free,5,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.258000,0.258000,Stage1,3,similar,1,1,1,0.0209140,0.102712,999
0.3,column-grouped,free,5,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.174000,0.258000,Stage1,3,similar,0,1,0,0.0472222,0.0777778,999
0.3,column-grouped,free,5,CCC,P4,Residual SD,CondA vs CondB,2,0.0640000,0.138000,Stage2,3,similar,1,1,1,0.00166577,0.0267985,999
0.3,column-grouped,free,5,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.0920000,0.138000,Stage2,3,similar,1,1,1,0.00358357,0.0428460,999
0.3,column-grouped,free,5,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.626000,0.626000,Stage2,3,similar,0,1,0,0.161815,0.256273,999
0.3,column-grouped,free,5,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.112000,0.112000,Stage3,1,similar,1,1,1,0.00429778,0.0491883,999
0.3,column-grouped,free,5,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,8,1.2,999
0.3,column-grouped,free,6,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.556000,0.556000,Stage1,3,similar,0,1,0,0.0270319,0.0504453,999
0.3,column-grouped,free,6,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.490000,0.556000,Stage1,3,similar,1,1,1,0.0389785,0.0919877,999
0.3,column-grouped,free,6,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.208000,0.556000,Stage1,3,similar,0,1,0,0.0486111,0.0777778,999
0.3,column-grouped,free,6,CCC,P4,Residual SD,CondA vs CondB,2,0.726000,0.726000,Stage2,3,similar,0,1,0,0.0166124,0.0254724,999
0.3,column-grouped,free,6,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.204000,0.612000,Stage2,3,similar,1,1,1,0.00738374,0.0411906,999
0.3,column-grouped,free,6,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.696000,0.726000,Stage2,3,similar,0,1,0,0.0945362,0.141574,999
0.3,column-grouped,free,6,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.198000,0.198000,Stage3,1,similar,1,1,1,0.00894702,0.0455818,999
0.3,column-grouped,free,6,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,7,1.2,999
0.3,column-grouped,free,7,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.700000,0.700000,Stage1,3,similar,0,1,0,0.0497764,0.0728857,999
0.3,column-grouped,free,7,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.334000,0.501000,Stage1,3,similar,1,1,1,0.0268494,0.0840535,999
0.3,column-grouped,free,7,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.212000,0.501000,Stage1,3,similar,0,1,0,0.0486111,0.0791667,999
0.3,column-grouped,free,7,CCC,P4,Residual SD,CondA vs CondB,2,0.284000,0.459000,Stage2,3,similar,1,1,1,0.00776995,0.0284757,999
0.3,column-grouped,free,7,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.306000,0.459000,Stage2,3,similar,1,1,1,0.0102974,0.0365432,999
0.3,column-grouped,free,7,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.538000,0.538000,Stage2,3,similar,1,1,1,0.0851972,0.175665,999
0.3,column-grouped,free,7,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.124000,0.124000,Stage3,1,similar,1,1,1,0.00852698,0.0689286,999
0.3,column-grouped,free,7,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,8,1.2,999
0.3,column-grouped,free,8,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.0380000,0.0570000,Stage1,3,similar,1,1,1,0.00183738,0.0537786,999
0.3,column-grouped,free,8,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.0280000,0.0570000,Stage1,3,similar,1,1,1,0.00127397,0.0868617,999
0.3,column-grouped,free,8,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.134000,0.134000,Stage1,3,similar,0,1,0,0.0416667,0.0777778,999
0.3,column-grouped,free,8,CCC,P4,Residual SD,CondA vs CondB,2,0.170000,0.345000,Stage2,3,similar,1,1,1,0.00514439,0.0318975,999
0.3,column-grouped,free,8,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.860000,0.860000,Stage2,3,similar,0,1,0,0.0328862,0.0393584,999
0.3,column-grouped,free,8,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.230000,0.345000,Stage2,3,similar,1,1,1,0.0444339,0.206918,999
0.3,column-grouped,free,8,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.272000,0.272000,Stage3,1,similar,1,1,1,0.0141212,0.0522817,999
0.3,column-grouped,free,8,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,7,1.2,999
0.3,column-grouped,free,9,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.438000,0.438000,Stage1,3,similar,1,1,1,0.0203377,0.0472074,999
0.3,column-grouped,free,9,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.0900000,0.189000,Stage1,3,similar,1,1,1,0.00811701,0.107482,999
0.3,column-grouped,free,9,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.126000,0.189000,Stage1,3,similar,0,1,0,0.0444444,0.0777778,999
0.3,column-grouped,free,9,CCC,P4,Residual SD,CondA vs CondB,2,0.130000,0.195000,Stage2,3,similar,1,1,1,0.00392931,0.0262838,999
0.3,column-grouped,free,9,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.106000,0.195000,Stage2,3,similar,1,1,1,0.00321097,0.0400546,999
0.3,column-grouped,free,9,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.510000,0.510000,Stage2,3,similar,1,1,1,0.0991447,0.198344,999
0.3,column-grouped,free,9,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.530000,0.530000,Stage3,1,similar,0,1,0,0.0241341,0.0445863,999
0.3,column-grouped,free,9,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,10,1.2,999
0.3,column-grouped,free,10,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.146000,0.146000,Stage1,3,similar,1,1,1,0.00712450,0.0509024,999
0.3,column-grouped,free,10,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.0500000,0.0810000,Stage1,3,similar,1,1,1,0.00334042,0.101461,999
0.3,column-grouped,free,10,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.0540000,0.0810000,Stage1,3,similar,1,1,1,0.0361111,0.0805556,999
0.3,column-grouped,free,10,CCC,P4,Residual SD,CondA vs CondB,2,1.00000,1.00000,Stage2,3,different,0,1,0,0.0257421,0.0256857,999
0.3,column-grouped,free,10,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.668000,1.00000,Stage2,3,similar,0,1,0,0.0255169,0.0390982,999
0.3,column-grouped,free,10,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.650000,1.00000,Stage2,3,similar,0,1,0,0.0983796,0.164585,999
0.3,column-grouped,free,10,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.458000,0.458000,Stage3,1,similar,1,1,1,0.0175102,0.0396671,999
0.3,column-grouped,free,10,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,9,1.2,999
0.3,column-grouped,free,11,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.796000,0.796000,Stage1,3,similar,0,1,0,0.0513884,0.0688572,999
0.3,column-grouped,free,11,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.102000,0.153000,Stage1,3,similar,1,1,1,0.00928376,0.0970621,999
0.3,column-grouped,free,11,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.0560000,0.153000,Stage1,3,similar,1,1,1,0.0388889,0.0777778,999
0.3,column-grouped,free,11,CCC,P4,Residual SD,CondA vs CondB,2,0.524000,0.786000,Stage2,3,similar,1,1,1,0.0128471,0.0270732,999
0.3,column-grouped,free,11,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.504000,0.786000,Stage2,3,similar,0,1,0,0.0195423,0.0386585,999
0.3,column-grouped,free,11,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.832000,0.832000,Stage2,3,similar,0,1,0,0.104458,0.133288,999
0.3,column-grouped,free,11,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.214000,0.214000,Stage3,1,similar,1,1,1,0.0138495,0.0633835,999
0.3,column-grouped,free,11,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,8,1.2,999
0.3,column-grouped,free,12,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.388000,0.753000,Stage1,3,similar,1,1,1,0.0348507,0.0880283,999
0.3,column-grouped,free,12,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.788000,0.788000,Stage1,3,similar,0,1,0,0.0901137,0.118243,999
0.3,column-grouped,free,12,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.502000,0.753000,Stage1,3,similar,0,1,0,0.0611111,0.0805556,999
0.3,column-grouped,free,12,CCC,P4,Residual SD,CondA vs CondB,2,0.160000,0.480000,Stage2,3,similar,1,1,1,0.00404654,0.0294902,999
0.3,column-grouped,free,12,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.360000,0.540000,Stage2,3,similar,1,1,1,0.0115211,0.0377015,999
0.3,column-grouped,free,12,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.976000,0.976000,Stage2,3,similar,0,1,0,0.166193,0.174579,999
0.3,column-grouped,free,12,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.328000,0.328000,Stage3,1,similar,1,1,1,0.0138509,0.0544585,999
0.3,column-grouped,free,12,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,7,1.2,999
0.3,column-grouped,free,13,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.0520000,0.0780000,Stage1,3,similar,1,1,1,0.00300001,0.0648938,999
0.3,column-grouped,free,13,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.00600000,0.0180000,Stage1,3,similar,1,1,1,0.0000811201,0.0984045,999
0.3,column-grouped,free,13,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.294000,0.294000,Stage1,3,similar,0,1,0,0.0500000,0.0763889,999
0.3,column-grouped,free,13,CCC,P4,Residual SD,CondA vs CondB,2,0.404000,0.606000,Stage2,3,similar,1,1,1,0.0116503,0.0273471,999
0.3,column-grouped,free,13,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.0460000,0.138000,Stage2,3,similar,1,1,1,0.00132792,0.0398896,999
0.3,column-grouped,free,13,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.960000,0.960000,Stage2,3,similar,0,1,0,0.125251,0.133187,999
0.3,column-grouped,free,13,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.520000,0.520000,Stage3,1,similar,0,1,0,0.0381772,0.0753103,999
0.3,column-grouped,free,13,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,6,1.2,999
0.3,column-grouped,free,14,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.402000,0.402000,Stage1,3,similar,1,1,1,0.0243346,0.0668632,999
0.3,column-grouped,free,14,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.0880000,0.261000,Stage1,3,similar,1,1,1,0.00774645,0.0869880,999
0.3,column-grouped,free,14,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.174000,0.261000,Stage1,3,similar,0,1,0,0.0458333,0.0777778,999
0.3,column-grouped,free,14,CCC,P4,Residual SD,CondA vs CondB,2,0.172000,0.342000,Stage2,3,similar,1,1,1,0.00355892,0.0254286,999
0.3,column-grouped,free,14,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.228000,0.342000,Stage2,3,similar,1,1,1,0.00807769,0.0388631,999
0.3,column-grouped,free,14,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.950000,0.950000,Stage2,3,different,0,1,0,0.158434,0.148675,999
0.3,column-grouped,free,14,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.818000,0.818000,Stage3,1,similar,0,1,0,0.0431211,0.0550725,999
0.3,column-grouped,free,14,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,8,1.2,999
0.3,column-grouped,free,15,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.168000,0.336000,Stage1,3,similar,1,1,1,0.00916641,0.0527567,999
0.3,column-grouped,free,15,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.580000,0.580000,Stage1,3,similar,0,1,0,0.0471843,0.0820844,999
0.3,column-grouped,free,15,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.224000,0.336000,Stage1,3,similar,0,1,0,0.0486111,0.0777778,999
0.3,column-grouped,free,15,CCC,P4,Residual SD,CondA vs CondB,2,0.518000,0.518000,Stage2,3,similar,1,1,1,0.0135868,0.0304134,999
0.3,column-grouped,free,15,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.160000,0.480000,Stage2,3,similar,1,1,1,0.00507942,0.0411936,999
0.3,column-grouped,free,15,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.426000,0.518000,Stage2,3,similar,1,1,1,0.0593799,0.170755,999
0.3,column-grouped,free,15,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.366000,0.366000,Stage3,1,similar,1,1,1,0.0164629,0.0464595,999
0.3,column-grouped,free,15,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,8,1.2,999
0.3,column-grouped,free,16,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.188000,0.564000,Stage1,3,similar,1,1,1,0.0140506,0.0815715,999
0.3,column-grouped,free,16,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.858000,0.858000,Stage1,3,similar,0,1,0,0.0650652,0.0762048,999
0.3,column-grouped,free,16,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.600000,0.858000,Stage1,3,similar,0,1,0,0.0611111,0.0763889,999
0.3,column-grouped,free,16,CCC,P4,Residual SD,CondA vs CondB,2,0.836000,0.836000,Stage2,3,similar,0,1,0,0.0209891,0.0266975,999
0.3,column-grouped,free,16,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.484000,0.726000,Stage2,3,similar,1,1,1,0.0169215,0.0370393,999
0.3,column-grouped,free,16,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.208000,0.624000,Stage2,3,similar,1,1,1,0.0434436,0.218291,999
0.3,column-grouped,free,16,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.158000,0.158000,Stage3,1,similar,1,1,1,0.00688021,0.0485646,999
0.3,column-grouped,free,16,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,9,1.2,999
0.3,column-grouped,free,17,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.0480000,0.0720000,Stage1,3,similar,1,1,1,0.00219766,0.0519723,999
0.3,column-grouped,free,17,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.664000,0.664000,Stage1,3,similar,0,1,0,0.0663032,0.107155,999
0.3,column-grouped,free,17,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.0280000,0.0720000,Stage1,3,similar,1,1,1,0.0347222,0.0805556,999
0.3,column-grouped,free,17,CCC,P4,Residual SD,CondA vs CondB,2,0.152000,0.228000,Stage2,3,similar,1,1,1,0.00419132,0.0262083,999
0.3,column-grouped,free,17,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.112000,0.228000,Stage2,3,similar,1,1,1,0.00404466,0.0421555,999
0.3,column-grouped,free,17,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.706000,0.706000,Stage2,3,similar,0,1,0,0.0943019,0.138745,999
0.3,column-grouped,free,17,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.812000,0.812000,Stage3,1,different,0,1,0,0.0615744,0.0501058,999
0.3,column-grouped,free,17,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,8,1.2,999
0.3,column-grouped,free,18,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.188000,0.188000,Stage1,3,similar,1,1,1,0.0108075,0.0568944,999
0.3,column-grouped,free,18,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.0840000,0.188000,Stage1,3,similar,1,1,1,0.00594027,0.0757821,999
0.3,column-grouped,free,18,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.178000,0.188000,Stage1,3,similar,0,1,0,0.0458333,0.0777778,999
0.3,column-grouped,free,18,CCC,P4,Residual SD,CondA vs CondB,2,0.178000,0.267000,Stage2,3,similar,1,1,1,0.00421944,0.0251347,999
0.3,column-grouped,free,18,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.732000,0.732000,Stage2,3,similar,0,1,0,0.0283947,0.0409465,999
0.3,column-grouped,free,18,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.170000,0.267000,Stage2,3,similar,1,1,1,0.0180827,0.133739,999
0.3,column-grouped,free,18,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.436000,0.436000,Stage3,1,similar,1,1,1,0.0223624,0.0542651,999
0.3,column-grouped,free,18,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,9,1.2,999
0.3,column-grouped,free,19,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.230000,0.345000,Stage1,3,similar,1,1,1,0.0131689,0.0668744,999
0.3,column-grouped,free,19,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.616000,0.616000,Stage1,3,similar,0,1,0,0.0490015,0.0882768,999
0.3,column-grouped,free,19,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.122000,0.345000,Stage1,3,similar,0,1,0,0.0430556,0.0805556,999
0.3,column-grouped,free,19,CCC,P4,Residual SD,CondA vs CondB,2,0.150000,0.270000,Stage2,3,similar,1,1,1,0.00375207,0.0281399,999
0.3,column-grouped,free,19,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.180000,0.270000,Stage2,3,similar,1,1,1,0.00671573,0.0406731,999
0.3,column-grouped,free,19,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.494000,0.494000,Stage2,3,similar,1,1,1,0.0889986,0.188658,999
0.3,column-grouped,free,19,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.518000,0.518000,Stage3,1,similar,1,1,1,0.0284728,0.0613037,999
0.3,column-grouped,free,19,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,9,1.2,999
0.3,column-grouped,paired,0,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.00600000,0.00900000,Stage1,3,similar,1,1,1,0.0000267180,0.0127719,999
0.3,column-grouped,paired,0,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.308000,0.308000,Stage1,3,similar,1,1,1,0.0108742,0.0357494,999
0.3,column-grouped,paired,0,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.00200000,0.00600000,Stage1,3,different,0,0,0,0.0430556,0.0263889,999
0.3,column-grouped,paired,0,CCC,P4,Residual SD,CondA vs CondB,2,0.482000,0.558000,Stage2,3,similar,1,1,1,0.00404160,0.00926345,999
0.3,column-grouped,paired,0,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.332000,0.558000,Stage2,3,similar,1,1,1,0.00380086,0.0126752,999
0.3,column-grouped,paired,0,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.558000,0.558000,Stage2,3,similar,0,1,0,0.0346065,0.0649570,999
0.3,column-grouped,paired,0,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.790000,0.790000,Stage3,1,similar,0,1,0,0.0172249,0.0216683,999
0.3,column-grouped,paired,0,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,1.00000,1.00000,,,,1,1,1,9,1.2,999
0.3,column-grouped,paired,1,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.396000,0.594000,Stage1,3,different,0,0,0,0.0406209,0.0202502,999
0.3,column-grouped,paired,1,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.804000,0.804000,Stage1,3,different,0,0,0,0.0305338,0.0245962,999
0.3,column-grouped,paired,1,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.00800000,0.0240000,Stage1,3,different,0,0,0,0.0458333,0.0263889,999
0.3,column-grouped,paired,1,CCC,P4,Residual SD,CondA vs CondB,2,0.144000,0.414000,Stage2,3,similar,1,1,1,0.00132942,0.00928231,999
0.3,column-grouped,paired,1,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.276000,0.414000,Stage2,3,similar,1,1,1,0.00289856,0.0118644,999
0.3,column-grouped,paired,1,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.938000,0.938000,Stage2,3,similar,0,1,0,0.0775634,0.0829414,999
0.3,column-grouped,paired,1,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.298000,0.298000,Stage3,1,similar,1,1,1,0.00745653,0.0239041,999
0.3,column-grouped,paired,1,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.842000,0.842000,,,,1,1,1,10,1.2,999
0.3,column-grouped,paired,2,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.112000,0.168000,Stage1,3,different,0,0,0,0.0574896,0.0223324,999
0.3,column-grouped,paired,2,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.756000,0.756000,Stage1,3,similar,0,1,0,0.0174646,0.0224267,999
0.3,column-grouped,paired,2,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.0300000,0.0900000,Stage1,3,different,0,0,0,0.0388889,0.0250000,999
0.3,column-grouped,paired,2,CCC,P4,Residual SD,CondA vs CondB,2,0.0700000,0.210000,Stage2,3,similar,1,1,1,0.000598157,0.00891060,999
0.3,column-grouped,paired,2,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.498000,0.498000,Stage2,3,similar,1,1,1,0.00542960,0.0116945,999
0.3,column-grouped,paired,2,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.334000,0.498000,Stage2,3,different,0,1,0,0.179685,0.0934918,999
